Actual,Predicted,CustomerId,Gender,Age,Geography,Tenure,CreditScore,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited (Actual),Exited (Predicted)
0,0,15622494,1,27,0,2,718,0.0,2,0,0,26229.24,Retain,Retain
0,0,15585835,0,34,2,4,655,109783.69,2,1,0,134034.32,Retain,Retain
0,1,15595071,1,22,0,9,696,149777.0,1,1,1,198032.93,Retain,Churn
0,1,15628203,0,38,0,3,637,104339.56,1,0,0,119882.86,Retain,Churn
0,1,15667190,0,21,2,1,630,85818.18,1,1,1,133102.3,Retain,Churn
0,1,15780212,1,37,0,4,592,212692.97,1,0,0,176395.02,Retain,Churn
0,0,15766869,1,37,1,1,634,89696.84,2,1,1,193179.88,Retain,Retain
0,0,15775741,0,28,0,9,608,0.0,2,1,1,125062.02,Retain,Retain
0,1,15628170,0,32,1,9,565,68067.24,1,1,0,143287.58,Retain,Churn
0,1,15701318,1,67,2,9,763,148564.66,1,0,1,87236.4,Retain,Churn
0,1,15710928,0,55,0,8,665,136354.16,1,1,1,93769.89,Retain,Churn
0,1,15682547,1,38,0,1,649,122214.0,1,0,1,88965.46,Retain,Churn
0,0,15631170,1,45,0,3,695,0.0,2,1,1,30793.61,Retain,Retain
0,1,15648702,1,70,1,6,775,119684.88,2,1,1,74532.02,Retain,Churn
0,1,15783444,0,39,0,3,788,135139.33,1,0,1,113086.08,Retain,Churn
1,1,15809178,0,42,1,9,569,146100.75,1,1,0,32574.01,Churn,Churn
1,1,15806688,0,56,2,8,726,123110.9,3,0,1,130113.78,Churn,Churn
1,1,15576824,0,44,1,3,564,111760.4,3,1,1,104722.47,Churn,Churn
0,1,15675422,0,32,0,9,544,110728.39,1,1,1,14559.62,Retain,Churn
0,1,15681550,0,41,0,8,614,121558.46,1,1,1,598.8,Retain,Churn
0,1,15812628,0,38,1,8,453,120623.21,1,1,0,129697.99,Retain,Churn
0,1,15597951,0,58,0,4,471,114713.57,1,1,1,36315.03,Retain,Churn
0,1,15807045,0,37,1,3,829,103457.76,1,0,0,1114.12,Retain,Churn
0,1,15581748,1,57,1,2,754,101134.87,2,1,1,70954.41,Retain,Churn
0,1,15770420,1,46,1,10,749,78136.36,2,1,1,73470.98,Retain,Churn
0,0,15608230,1,23,0,1,667,0.0,2,1,0,91573.19,Retain,Retain
0,1,15730339,1,30,2,3,670,133446.34,1,0,0,3154.95,Retain,Churn
0,0,15712584,0,33,0,7,670,0.0,2,1,1,88187.81,Retain,Retain
1,1,15592816,0,48,1,1,623,108076.33,1,1,0,118855.26,Churn,Churn
0,1,15641480,1,32,0,5,571,131354.25,1,1,0,125256.53,Retain,Churn
0,0,15708505,0,37,1,7,641,62974.64,2,0,1,39016.43,Retain,Retain
0,1,15791131,0,30,1,2,551,143340.44,1,1,0,145796.49,Retain,Churn
0,0,15618225,1,36,1,8,741,116993.43,2,1,0,168816.22,Retain,Retain
0,0,15644724,1,31,0,4,472,58662.92,2,0,1,73322.0,Retain,Retain
1,1,15662098,1,41,2,3,650,128808.65,3,0,0,113677.53,Churn,Churn
0,1,15723894,1,45,0,7,625,137555.44,1,0,0,124607.7,Retain,Churn
0,1,15787699,1,34,1,4,650,142393.11,1,1,1,11276.48,Retain,Churn
0,0,15687738,0,38,0,8,535,0.0,2,1,0,136620.64,Retain,Retain
0,1,15576126,0,41,0,2,649,125785.23,1,1,1,70523.92,Retain,Churn
1,1,15658889,1,22,0,4,689,136444.25,1,1,0,51980.25,Churn,Churn
0,1,15667046,1,38,2,7,694,121527.4,1,1,0,113481.02,Retain,Churn
0,1,15669957,1,52,1,9,655,144696.75,1,1,1,49025.79,Retain,Churn
0,0,15655794,1,36,0,8,620,0.0,2,1,1,145937.99,Retain,Retain
0,0,15599829,0,35,0,10,577,0.0,2,1,1,25161.61,Retain,Retain
1,1,15753332,1,48,1,8,401,128140.17,1,1,0,175753.55,Churn,Churn
0,1,15671124,1,25,0,6,599,120383.41,1,1,1,24903.09,Retain,Churn
1,1,15767474,0,57,0,9,481,0.0,3,1,1,169719.35,Churn,Churn
0,0,15720671,1,42,0,8,704,129735.3,2,1,1,179565.57,Retain,Retain
1,1,15626787,0,31,2,8,698,185078.26,1,0,0,115337.74,Churn,Churn
0,0,15774491,0,28,0,6,480,0.0,2,0,0,48131.92,Retain,Retain
0,0,15579647,1,42,0,0,682,0.0,1,1,1,160828.98,Retain,Retain
0,0,15625522,1,31,2,7,700,0.0,2,0,1,145151.96,Retain,Retain
0,1,15765806,1,29,0,1,492,144591.96,1,1,1,196293.76,Retain,Churn
1,0,15566708,0,45,0,4,444,0.0,2,1,0,161653.5,Churn,Retain
0,0,15668347,1,36,0,6,624,0.0,2,0,0,84635.64,Retain,Retain
0,0,15575214,1,37,0,7,709,0.0,1,1,0,159486.76,Retain,Retain
0,1,15591123,1,68,1,2,557,100194.44,1,1,1,38596.34,Retain,Churn
0,1,15573280,1,50,1,6,646,145295.31,2,1,1,27814.74,Retain,Churn
0,0,15589018,1,28,1,3,719,106070.29,2,1,1,183893.31,Retain,Retain
0,1,15654495,0,47,1,6,706,120621.89,1,1,1,140803.7,Retain,Churn
0,0,15597265,1,38,0,7,660,0.0,2,0,1,146585.53,Retain,Retain
0,0,15733876,1,36,0,9,667,0.0,2,1,1,40062.29,Retain,Retain
0,0,15677217,1,30,0,1,705,0.0,1,1,1,181300.32,Retain,Retain
0,1,15747265,0,27,1,10,598,171283.91,1,1,1,84136.12,Retain,Churn
0,0,15713379,1,26,0,4,669,0.0,2,1,1,197594.34,Retain,Retain
1,1,15730433,0,38,1,1,580,128218.47,1,1,0,125953.83,Churn,Churn
0,0,15693347,0,32,0,5,676,0.0,2,1,1,75465.41,Retain,Retain
0,1,15715465,1,28,1,7,714,77776.39,1,1,0,177737.07,Retain,Churn
0,1,15680736,0,72,1,6,597,124978.19,2,1,1,7144.46,Retain,Churn
0,0,15610765,1,29,0,1,559,0.0,2,0,0,155639.76,Retain,Retain
0,0,15650034,0,28,0,1,564,0.0,1,1,1,162428.05,Retain,Retain
1,1,15782468,1,51,2,3,850,109799.55,2,1,1,12457.76,Churn,Churn
0,0,15685109,1,39,0,7,689,0.0,2,0,0,14917.09,Retain,Retain
1,1,15776233,0,61,1,8,758,125397.21,1,1,0,182184.09,Churn,Churn
0,0,15761141,0,71,2,10,604,0.0,2,1,1,129984.2,Retain,Retain
0,0,15781702,1,38,1,9,733,111347.37,2,0,1,194872.97,Retain,Retain
0,0,15790235,1,40,2,8,778,104291.41,2,1,1,117507.11,Retain,Retain
1,1,15641416,0,61,1,9,732,94867.18,2,1,1,157527.6,Churn,Churn
0,0,15775234,1,24,0,8,646,0.0,2,0,0,92612.88,Retain,Retain
0,0,15659475,0,33,0,6,597,135703.59,2,0,0,74850.84,Retain,Retain
0,0,15642202,0,37,1,5,821,106453.53,2,0,1,127413.0,Retain,Retain
1,1,15771417,1,43,0,7,640,132412.38,1,0,0,69584.3,Churn,Churn
1,1,15585100,0,40,1,9,511,124401.6,1,1,0,198814.24,Churn,Churn
1,1,15700487,1,46,0,6,805,118022.06,3,1,0,162643.15,Churn,Churn
0,1,15726589,1,39,1,1,540,82531.11,1,1,0,114092.52,Retain,Churn
1,1,15747503,1,44,2,0,705,184552.12,1,1,0,68860.3,Churn,Churn
0,1,15595883,1,39,1,4,540,127278.31,1,1,1,16150.34,Retain,Churn
0,1,15663826,0,66,2,3,532,0.0,1,1,1,115227.02,Retain,Churn
0,0,15742820,0,45,0,2,535,0.0,2,0,1,170621.55,Retain,Retain
0,1,15624793,1,23,1,5,627,184244.86,1,1,0,103099.22,Retain,Churn
1,1,15597930,1,52,0,8,646,59669.43,1,0,0,172495.81,Churn,Churn
0,1,15665110,0,25,0,7,515,79543.59,1,0,1,38772.82,Retain,Churn
0,1,15770719,0,39,0,6,697,151553.19,1,1,1,44946.29,Retain,Churn
0,0,15731327,1,27,1,2,652,166527.88,2,0,1,146007.7,Retain,Retain
0,1,15576044,1,28,1,6,579,150329.15,1,1,0,145558.42,Retain,Churn
0,1,15775662,1,43,0,8,760,121911.59,1,1,0,193312.33,Retain,Churn
0,1,15646817,1,51,0,9,769,156773.78,2,1,0,40257.79,Retain,Churn
0,1,15596060,1,29,2,8,498,127864.26,1,1,1,46677.9,Retain,Churn
1,1,15723299,1,53,0,4,774,113709.28,1,1,1,153887.93,Churn,Churn
0,1,15636982,0,43,1,7,705,79974.55,1,1,1,103108.33,Retain,Churn
0,0,15751175,0,44,0,2,648,0.0,2,1,1,58652.23,Retain,Retain
1,1,15618936,0,51,0,5,688,0.0,1,1,0,91624.11,Churn,Churn
1,0,15787529,1,38,2,0,592,0.0,1,1,0,65986.48,Churn,Retain
0,0,15780128,1,33,0,3,705,144427.96,2,1,0,113845.19,Retain,Retain
0,1,15615991,1,42,0,7,654,99263.09,1,1,1,67607.9,Retain,Churn
0,0,15757001,0,32,0,2,624,79368.87,2,1,1,145471.94,Retain,Retain
0,0,15595388,0,30,0,10,594,0.0,2,1,1,124071.71,Retain,Retain
0,0,15699550,0,34,2,9,695,0.0,2,1,1,67502.12,Retain,Retain
0,0,15581620,1,28,0,2,597,0.0,3,1,1,78707.97,Retain,Retain
1,1,15600934,0,52,0,7,758,125095.94,1,1,0,171189.83,Churn,Churn
0,1,15738672,0,40,1,2,737,162485.8,2,1,0,149381.32,Retain,Churn
0,0,15721307,1,37,1,1,694,95668.82,2,1,0,100335.55,Retain,Retain
0,0,15619280,1,25,0,4,683,0.0,2,1,0,152698.24,Retain,Retain
0,0,15768244,0,30,2,8,538,0.0,2,1,1,41192.95,Retain,Retain
0,0,15806837,1,37,0,4,669,0.0,1,1,0,132540.33,Retain,Retain
0,0,15643496,0,34,0,5,730,74197.38,2,1,0,96875.52,Retain,Retain
0,1,15813916,0,31,0,1,622,89688.94,1,1,1,152305.47,Retain,Churn
0,0,15626385,0,33,2,10,714,103121.33,2,1,1,49672.01,Retain,Retain
0,0,15603582,0,34,2,3,569,0.0,1,1,0,133997.53,Retain,Retain
0,1,15764351,0,59,1,5,668,120170.07,1,0,1,50454.8,Retain,Churn
0,0,15667938,1,32,0,9,628,149136.31,2,1,1,16402.11,Retain,Retain
0,1,15576360,1,40,0,1,600,141136.79,1,1,1,67803.83,Retain,Churn
0,1,15628813,0,43,0,4,693,152341.55,1,1,0,9241.78,Retain,Churn
0,0,15584190,1,36,0,7,704,120026.98,2,0,1,100601.73,Retain,Retain
0,1,15716449,1,33,2,9,527,132168.28,1,0,0,98734.15,Retain,Churn
0,1,15759913,1,43,1,6,553,85200.82,2,1,1,160574.09,Retain,Churn
0,1,15701555,1,53,2,1,575,84903.33,2,0,1,26015.8,Retain,Churn
0,0,15758482,0,32,0,0,626,0.0,2,0,0,187172.54,Retain,Retain
0,0,15758171,1,20,0,4,582,0.0,1,1,1,55763.66,Retain,Retain
0,0,15680346,1,40,2,8,683,0.0,1,1,0,75848.22,Retain,Retain
0,1,15649124,1,30,0,9,850,121535.18,1,0,0,40313.47,Retain,Churn
0,0,15812917,1,35,2,6,653,116662.96,2,1,1,23864.21,Retain,Retain
0,0,15768455,1,60,0,8,679,0.0,2,1,1,51380.9,Retain,Retain
0,1,15703059,0,49,1,6,549,124829.16,1,0,1,93551.36,Retain,Churn
0,1,15646196,0,36,2,2,850,155180.56,2,0,0,169415.54,Retain,Churn
0,1,15585451,0,32,1,1,558,108262.87,1,1,1,6935.31,Retain,Churn
0,0,15714057,1,40,2,4,528,0.0,2,1,0,25399.7,Retain,Retain
0,0,15748473,1,38,0,5,801,0.0,2,1,0,66256.27,Retain,Retain
1,1,15785782,1,48,2,2,513,0.0,1,1,1,114709.13,Churn,Churn
0,0,15693233,1,38,1,6,666,99812.88,2,1,1,158357.97,Retain,Retain
0,1,15757521,1,35,0,2,606,132164.26,1,0,1,164815.59,Retain,Churn
1,1,15812513,1,45,1,10,599,103583.05,1,1,0,132127.69,Churn,Churn
0,0,15674950,1,39,1,4,544,142406.43,2,1,0,146637.45,Retain,Retain
1,0,15678572,1,38,2,7,529,99842.5,2,1,0,90256.06,Churn,Retain
0,0,15713608,0,41,0,5,850,0.0,2,1,1,34827.43,Retain,Retain
0,0,15579262,1,41,0,9,497,0.0,1,0,0,22074.48,Retain,Retain
0,1,15610426,0,39,0,5,764,81042.42,1,0,1,109805.17,Retain,Churn
1,1,15776454,0,48,0,5,603,0.0,1,1,0,100478.6,Churn,Churn
0,0,15771483,1,40,0,6,609,0.0,2,1,1,97416.34,Retain,Retain
1,1,15648489,1,53,0,4,487,199689.49,1,1,1,24207.86,Churn,Churn
0,1,15646609,1,33,0,1,748,142645.43,1,0,0,69132.66,Retain,Churn
0,0,15693203,0,75,2,5,710,0.0,2,1,1,9376.89,Retain,Retain
1,1,15813067,0,45,1,3,432,110219.14,1,1,0,43046.7,Churn,Churn
0,0,15769829,1,51,2,3,534,0.0,2,0,1,20856.31,Retain,Retain
0,0,15662434,1,25,0,3,607,0.0,2,0,0,187048.72,Retain,Retain
0,0,15773503,1,32,2,4,551,0.0,2,1,0,53420.53,Retain,Retain
0,1,15705890,1,45,0,7,674,142072.02,1,1,0,37013.29,Retain,Churn
0,0,15711398,0,25,0,6,525,0.0,2,1,0,89566.64,Retain,Retain
0,1,15752375,1,33,1,8,645,149564.61,1,0,0,149913.84,Retain,Churn
0,0,15659175,0,43,0,9,755,0.0,2,1,0,18066.69,Retain,Retain
0,1,15597033,1,37,1,8,708,153366.13,1,1,1,26912.34,Retain,Churn
0,1,15590228,1,21,0,6,715,76467.16,1,1,1,173511.72,Retain,Churn
0,1,15631848,0,26,0,9,727,121508.28,1,1,1,146785.44,Retain,Churn
0,0,15654211,0,27,2,1,559,0.0,1,0,1,1050.33,Retain,Retain
1,0,15707968,1,36,2,8,545,73211.12,2,1,0,89587.34,Churn,Retain
0,0,15594084,1,22,0,9,524,0.0,2,1,0,74405.34,Retain,Retain
0,0,15651093,0,55,0,1,707,0.0,2,0,1,54409.48,Retain,Retain
0,0,15798824,1,38,2,0,671,92674.94,2,1,0,3647.57,Retain,Retain
1,1,15671591,1,52,2,3,439,96196.24,4,1,0,198874.52,Churn,Churn
0,1,15707189,0,36,1,1,667,114391.62,1,1,1,53412.54,Retain,Churn
0,1,15733581,1,32,1,9,831,80262.66,1,1,0,194867.78,Retain,Churn
0,1,15641640,0,33,2,7,545,173331.52,1,1,0,150452.88,Retain,Churn
0,1,15585284,0,35,2,7,604,147285.52,1,1,1,57807.05,Retain,Churn
0,1,15617866,1,67,2,5,657,119785.47,2,1,1,107534.32,Retain,Churn
0,1,15667751,0,36,2,1,487,140137.15,1,1,0,194073.33,Retain,Churn
1,1,15669411,0,52,1,6,750,107467.56,1,1,0,126233.18,Churn,Churn
1,0,15789425,0,37,1,8,694,98218.04,2,1,0,182354.46,Churn,Retain
0,1,15570943,0,35,1,2,711,133607.75,1,1,1,120586.32,Retain,Churn
0,0,15685829,1,37,0,3,551,0.0,2,1,1,50578.4,Retain,Retain
0,1,15721917,0,38,0,8,559,95139.41,1,1,1,86575.46,Retain,Churn
0,0,15776047,0,29,0,3,620,0.0,2,0,1,153392.28,Retain,Retain
0,0,15716024,1,42,2,5,660,0.0,2,1,0,115509.59,Retain,Retain
0,0,15675328,0,37,0,6,449,0.0,2,1,0,82176.48,Retain,Retain
0,1,15604314,0,26,1,1,703,97331.19,1,1,0,63717.49,Retain,Churn
0,0,15658339,1,37,1,2,795,139265.63,2,1,1,198745.94,Retain,Retain
0,0,15630402,0,31,0,9,594,0.0,1,0,1,5719.11,Retain,Retain
0,1,15689616,1,34,2,5,586,168094.01,1,0,0,20058.61,Retain,Churn
0,0,15774224,0,30,1,5,613,131563.88,2,1,0,170638.98,Retain,Retain
0,0,15701291,1,44,0,3,601,0.0,2,1,0,30607.11,Retain,Retain
0,0,15719606,1,50,0,9,657,0.0,2,0,0,37171.46,Retain,Retain
0,0,15644119,1,31,0,3,531,0.0,1,1,1,42589.33,Retain,Retain
0,1,15646859,1,47,1,7,621,107363.29,1,1,1,66799.28,Retain,Churn
0,1,15606836,0,33,0,2,782,94493.03,1,0,1,101866.39,Retain,Churn
0,1,15664150,0,29,1,9,528,170214.23,2,1,0,49284.0,Retain,Churn
1,1,15624510,1,52,0,6,696,139781.06,1,1,0,27445.4,Churn,Churn
0,0,15810944,0,35,0,7,586,0.0,2,1,0,70760.69,Retain,Retain
1,1,15668575,0,26,2,8,626,148610.41,3,0,1,104502.02,Churn,Churn
0,1,15603246,1,73,0,2,498,170241.7,2,1,1,165407.96,Retain,Churn
0,1,15804002,0,33,0,1,691,128306.83,1,1,1,113580.79,Retain,Churn
0,0,15728773,0,47,0,7,568,0.0,2,1,1,45978.39,Retain,Retain
0,0,15598044,0,35,0,3,715,0.0,1,1,1,152012.36,Retain,Retain
0,1,15694829,1,32,1,7,680,175454.0,1,0,1,77349.92,Retain,Churn
0,0,15600575,1,41,2,6,802,0.0,2,1,0,47322.05,Retain,Retain
0,0,15727311,0,22,0,0,539,100885.93,2,1,1,38772.65,Retain,Retain
0,1,15570769,1,69,0,9,494,93320.8,1,1,1,24489.44,Retain,Churn
0,0,15606274,1,38,1,6,594,63176.44,2,1,1,14466.08,Retain,Retain
0,1,15746139,1,33,0,2,596,139451.67,1,0,0,63142.12,Retain,Churn
0,1,15704987,0,52,0,8,649,49113.75,1,1,0,41858.43,Retain,Churn
1,1,15628972,1,32,1,1,699,123906.22,3,1,1,127443.82,Churn,Churn
0,0,15697686,0,40,0,6,787,0.0,2,1,1,84151.98,Retain,Retain
0,0,15733883,1,28,0,7,604,0.0,2,0,0,58595.64,Retain,Retain
1,1,15617482,0,52,1,1,489,131441.51,1,1,0,37240.11,Churn,Churn
1,1,15704583,1,56,0,2,651,0.0,1,1,0,114522.68,Churn,Churn
1,1,15621083,1,57,0,6,698,136325.48,2,1,1,72549.27,Churn,Churn
1,0,15649487,0,38,1,4,578,113150.44,2,1,0,176712.59,Churn,Retain
0,1,15736760,0,42,2,9,538,0.0,1,0,0,152855.96,Retain,Churn
0,0,15714658,0,33,0,4,696,0.0,2,1,1,73371.65,Retain,Retain
0,1,15599081,0,46,1,8,507,102785.16,1,1,1,70323.68,Retain,Churn
0,1,15705113,1,34,2,6,685,83264.28,1,0,0,9663.28,Retain,Churn
0,0,15631159,1,41,1,4,705,72252.64,2,1,1,142514.66,Retain,Retain
0,1,15792818,0,29,1,6,499,148051.52,1,1,0,118623.94,Retain,Churn
0,1,15633531,0,76,0,9,717,138489.66,1,1,1,68400.14,Retain,Churn
0,0,15744529,1,63,0,8,510,0.0,2,1,1,115291.86,Retain,Retain
0,1,15669656,1,32,0,6,632,111589.33,1,1,1,170382.99,Retain,Churn
1,1,15581198,0,39,1,0,668,122104.79,1,1,0,112946.67,Churn,Churn
0,1,15729054,1,32,1,4,744,96106.83,1,1,1,79812.77,Retain,Churn
0,1,15573452,1,42,1,7,663,115930.87,1,1,0,19862.78,Retain,Churn
0,0,15776733,0,37,1,7,638,124513.66,2,1,0,158610.89,Retain,Retain
1,1,15724858,0,54,0,9,688,0.0,1,1,0,191212.63,Churn,Churn
0,1,15713144,1,46,2,8,588,0.0,1,1,0,61931.21,Retain,Churn
1,0,15690188,1,33,0,7,631,0.0,1,1,1,58043.02,Churn,Retain
0,0,15689425,1,35,2,8,687,100988.39,2,1,0,22247.27,Retain,Retain
0,1,15671766,1,44,0,10,599,118577.24,1,1,1,31448.52,Retain,Churn
0,0,15782806,1,28,2,6,718,0.0,2,1,0,146875.86,Retain,Retain
0,0,15764419,1,27,0,5,730,0.0,2,1,1,116081.93,Retain,Retain
1,0,15591915,0,39,0,2,533,0.0,1,0,1,73669.94,Churn,Retain
0,0,15772798,0,28,2,5,711,0.0,2,1,1,93959.96,Retain,Retain
0,0,15792008,0,26,2,9,555,0.0,2,0,1,158918.03,Retain,Retain
0,1,15715541,0,42,0,9,850,113311.11,1,1,1,198193.75,Retain,Churn
0,0,15639277,0,41,0,9,678,0.0,1,0,0,13160.03,Retain,Retain
0,0,15798850,1,32,0,7,576,0.0,2,1,0,4660.91,Retain,Retain
1,1,15776348,1,20,1,4,835,124365.42,1,0,0,180197.74,Churn,Churn
0,1,15727696,1,42,0,1,592,147249.29,2,1,1,63023.02,Retain,Churn
0,1,15793813,1,36,0,7,774,103688.19,1,0,1,118971.74,Retain,Churn
0,0,15694395,0,29,0,1,620,138740.24,2,0,0,154700.61,Retain,Retain
0,1,15764195,1,39,2,4,519,111900.14,1,1,1,97577.17,Retain,Churn
0,1,15744919,0,37,2,0,734,152760.24,1,1,1,48990.5,Retain,Churn
1,0,15671655,1,31,1,7,763,143966.3,2,1,1,140262.96,Churn,Retain
0,1,15654901,1,51,0,10,733,141556.96,1,1,0,130189.53,Retain,Churn
0,0,15649136,0,43,0,6,650,0.0,2,1,1,16301.91,Retain,Retain
0,0,15775562,0,33,0,5,538,0.0,2,1,0,126962.41,Retain,Retain
0,1,15807481,0,46,0,1,577,0.0,1,1,1,158750.53,Retain,Churn
0,0,15642885,1,30,0,8,792,0.0,2,1,0,199644.2,Retain,Retain
1,0,15789109,0,41,0,10,686,0.0,1,1,1,144272.71,Churn,Retain
0,0,15814004,1,29,0,2,589,0.0,2,0,1,98320.27,Retain,Retain
0,1,15673619,1,25,0,9,530,162560.32,1,1,0,64129.03,Retain,Churn
0,1,15595135,0,29,1,7,778,123229.46,1,1,0,181221.09,Retain,Churn
0,0,15583681,1,31,2,7,616,76665.71,2,1,1,163809.08,Retain,Retain
1,1,15605000,1,38,0,9,550,140278.99,3,1,1,171457.06,Churn,Churn
0,0,15718071,0,51,0,3,655,0.0,2,0,1,15801.02,Retain,Retain
0,1,15679760,1,46,0,1,721,115764.32,2,0,0,102950.79,Retain,Churn
0,0,15654574,1,36,1,5,499,131142.53,2,1,0,174918.46,Retain,Retain
1,1,15577178,1,45,0,5,511,68375.27,1,1,0,193160.25,Churn,Churn
1,1,15595324,0,39,1,5,579,117833.3,3,0,0,5831.0,Churn,Churn
0,0,15756932,0,36,2,7,696,0.0,2,1,1,82298.59,Retain,Retain
0,0,15726358,1,34,0,7,681,0.0,2,0,0,130686.59,Retain,Retain
1,1,15595228,1,45,0,7,815,0.0,1,0,1,52885.23,Churn,Churn
0,1,15782530,1,30,2,2,681,111093.01,1,1,0,68985.99,Retain,Churn
0,1,15592877,1,42,2,9,641,132657.55,1,1,0,35367.19,Retain,Churn
1,1,15651983,0,56,0,9,591,128882.49,1,1,1,196241.94,Churn,Churn
0,1,15746737,1,59,1,9,565,69129.59,1,1,1,170705.53,Retain,Churn
0,0,15774179,1,37,0,6,487,0.0,2,1,1,126477.41,Retain,Retain
0,1,15667265,1,39,0,4,729,121404.64,1,1,1,159618.17,Retain,Churn
1,1,15655123,0,45,2,9,505,131355.3,3,1,0,195395.33,Churn,Churn
0,1,15595917,0,35,0,1,580,102097.33,1,0,1,168285.85,Retain,Churn
0,1,15668385,1,40,0,1,642,154863.15,1,1,1,138052.51,Retain,Churn
0,0,15709476,0,41,2,3,850,99945.93,2,1,0,71179.31,Retain,Retain
0,0,15711218,1,39,1,2,616,121704.32,2,1,0,55556.3,Retain,Retain
0,0,15798659,0,43,2,3,526,0.0,2,1,0,31705.19,Retain,Retain
0,1,15663939,1,35,1,8,523,138782.76,1,1,1,186118.93,Retain,Churn
0,0,15694946,1,35,0,9,663,0.0,2,1,1,195580.28,Retain,Retain
0,1,15631912,1,30,0,8,840,136291.71,1,1,0,54113.38,Retain,Churn
0,1,15768816,1,42,1,0,570,107856.57,2,1,0,127528.84,Retain,Churn
1,1,15682268,0,26,1,1,676,108348.66,1,0,0,60231.74,Churn,Churn
1,1,15684801,1,47,0,1,689,93871.95,3,1,0,156878.42,Churn,Churn
1,1,15636428,0,45,2,1,703,0.0,1,1,0,182784.11,Churn,Churn
0,1,15809823,1,19,1,2,491,125860.2,1,0,0,129690.5,Retain,Churn
0,1,15699284,1,49,0,8,584,172713.44,1,1,0,113860.81,Retain,Churn
0,0,15786993,0,51,0,5,810,0.0,2,0,1,184524.74,Retain,Retain
0,1,15709441,0,59,2,8,745,0.0,1,1,1,36124.98,Retain,Churn
0,1,15710257,0,39,0,3,625,130786.92,1,0,1,121316.07,Retain,Churn
0,1,15582492,0,29,0,2,535,112367.34,1,1,0,185630.76,Retain,Churn
0,1,15575694,0,45,2,7,729,91091.06,2,1,0,71133.12,Retain,Churn
0,1,15756820,0,26,0,7,655,106198.5,1,0,1,32020.42,Retain,Churn
0,1,15766289,1,47,0,5,751,142669.93,2,1,0,162760.96,Retain,Churn
0,1,15593014,1,33,0,1,525,112833.35,1,0,1,175178.56,Retain,Churn
0,0,15584545,0,40,0,5,532,0.0,2,0,1,177099.71,Retain,Retain
0,0,15675949,0,43,2,4,696,0.0,2,1,1,66406.37,Retain,Retain
0,0,15672091,0,32,1,2,786,104336.43,2,0,0,59559.81,Retain,Retain
0,1,15801658,1,55,0,6,580,104305.74,1,0,1,175750.21,Retain,Churn
0,1,15706185,1,47,1,5,596,140187.1,2,1,1,174311.3,Retain,Churn
0,0,15789863,1,39,0,4,683,0.0,2,1,0,171716.81,Retain,Retain
1,1,15720943,0,45,0,1,747,114959.12,1,1,0,189362.39,Churn,Churn
1,1,15697997,1,33,0,5,602,164704.38,1,0,1,180716.1,Churn,Churn
0,1,15665416,1,62,0,10,779,119096.55,1,0,1,116977.89,Retain,Churn
0,0,15660200,1,31,0,1,551,0.0,2,1,1,185105.44,Retain,Retain
1,1,15619653,1,47,0,2,666,0.0,1,1,0,35046.97,Churn,Churn
0,0,15773447,1,30,2,8,526,0.0,1,1,0,36251.0,Retain,Retain
0,1,15739160,0,41,0,9,849,115465.28,1,1,0,103174.5,Retain,Churn
0,0,15689237,0,27,0,4,471,0.0,2,1,0,122642.09,Retain,Retain
0,1,15679297,1,43,2,3,628,184926.61,1,1,0,122937.57,Retain,Churn
0,1,15591433,1,43,1,8,674,85957.88,2,1,0,8757.39,Retain,Churn
0,1,15642725,1,32,0,10,797,114084.6,1,0,1,125782.29,Retain,Churn
0,1,15701962,0,29,2,2,590,166930.76,2,1,0,122487.73,Retain,Churn
0,0,15811613,0,27,0,8,588,0.0,1,1,0,20066.38,Retain,Retain
0,0,15741049,1,29,0,7,577,0.0,2,1,1,55473.15,Retain,Retain
0,0,15724423,0,38,0,6,571,107193.82,2,0,0,38962.94,Retain,Retain
0,1,15574305,1,36,0,3,680,116275.12,1,1,1,63795.8,Retain,Churn
0,0,15678168,0,27,2,7,648,0.0,2,1,1,163060.43,Retain,Retain
0,1,15697020,1,39,0,2,618,91068.56,1,1,0,26578.69,Retain,Churn
0,1,15610801,1,41,1,5,648,123049.21,1,0,1,5066.76,Retain,Churn
0,0,15745232,0,39,0,6,759,0.0,2,1,1,140497.67,Retain,Retain
0,0,15722758,1,40,0,7,585,0.0,2,0,0,146156.98,Retain,Retain
0,1,15792102,0,42,0,3,774,137781.65,1,0,0,199316.19,Retain,Churn
0,1,15675185,0,48,1,2,697,108128.96,2,1,1,103944.37,Retain,Churn
0,0,15801247,1,39,2,10,605,105317.73,2,1,0,138021.36,Retain,Retain
0,1,15725660,1,20,0,1,676,80569.73,1,0,0,68621.98,Retain,Churn
0,1,15638963,0,22,0,4,678,174852.89,1,1,1,28149.06,Retain,Churn
1,1,15800061,0,45,2,3,495,89158.94,3,1,0,135169.76,Churn,Churn
0,0,15578006,0,85,0,10,787,0.0,2,1,1,116537.96,Retain,Retain
0,1,15668504,1,36,0,2,770,89800.14,1,1,1,105922.69,Retain,Churn
1,1,15687491,1,45,1,9,817,101207.75,1,0,0,88211.12,Churn,Churn
0,1,15610403,1,43,0,1,659,106086.42,2,1,0,26900.63,Retain,Churn
